Precinct Designation (Permanent),Early Votes,Votes Allowed,SubJurisidction,(Unused),Polling Place Votes,Contest Name,Precinct Name,Vote Total,Choice Name,Referendum Flag,Contest ID,Party Name,Provisional Votes,Polling Place Votes DS200,Early Votes DS200,Choice ID,Precinct ID (Election)
19,000779,01,,,000708,County Treasurer,FT. DEFIANCE,001569,"BEGAY, MARLEITA",,0313,DEM,000082,000000,000000,001,0011
22,000138,01,,,000203,County Treasurer,GANADO NORTH,000360,"BEGAY, MARLEITA",,0313,DEM,000019,000000,000000,001,0012
23,000195,01,,,000324,County Treasurer,GANADO SOUTH,000548,"BEGAY, MARLEITA",,0313,DEM,000029,000000,000000,001,0013
25,000044,01,,,000016,County Treasurer,GREER,000060,"BEGAY, MARLEITA",,0313,DEM,000000,000000,000000,001,0014
27,000241,01,,,000258,County Treasurer,HOUCK,000512,"BEGAY, MARLEITA",,0313,DEM,000013,000000,000000,001,0015
29,000162,01,,,000357,County Treasurer,KINLICHEE,000577,"BEGAY, MARLEITA",,0313,DEM,000058,000000,000000,001,0016
31,000145,01,,,000268,County Treasurer,KLAGETOH,000452,"BEGAY, MARLEITA",,0313,DEM,000039,000000,000000,001,0017
33,000192,01,,,000489,County Treasurer,LUKACHUKAI,000751,"BEGAY, MARLEITA",,0313,DEM,000070,000000,000000,001,0018
35,000079,01,,,000197,County Treasurer,LUPTON,000284,"BEGAY, MARLEITA",,0313,DEM,000008,000000,000000,001,0019
37,000016,01,,,000058,County Treasurer,MCNARY,000081,"BEGAY, MARLEITA",,0313,DEM,000007,000000,000000,001,0020
39,000303,01,,,000404,County Treasurer,MANY FARMS,000759,"BEGAY, MARLEITA",,0313,DEM,000052,000000,000000,001,0021
41,000027,01,,,000068,County Treasurer,MEXICAN WATER,000101,"BEGAY, MARLEITA",,0313,DEM,000006,000000,000000,001,0022
43,000193,01,,,000240,County Treasurer,NAZLINI,000454,"BEGAY, MARLEITA",,0313,DEM,000021,000000,000000,001,0023
45,000094,01,,,000034,County Treasurer,NUTRIOSO,000132,"BEGAY, MARLEITA",,0313,DEM,000004,000000,000000,001,0024
46,000113,01,,,000134,County Treasurer,OAK SPRINGS,000253,"BEGAY, MARLEITA",,0313,DEM,000006,000000,000000,001,0025
48,000290,01,T,,000340,County Treasurer,PUERCO EAST & 49 PUERCO WES,000680,"BEGAY, MARLEITA",,0313,DEM,000050,000000,000000,001,0026
51,000030,01,,,000067,County Treasurer,RED MESA,000106,"BEGAY, MARLEITA",,0313,DEM,000009,000000,000000,001,0027
52,000066,01,,,000237,County Treasurer,RED VALLEY,000317,"BEGAY, MARLEITA",,0313,DEM,000014,000000,000000,001,0028
54,000118,01,,,000417,County Treasurer,ROCK POINT,000588,"BEGAY, MARLEITA",,0313,DEM,000053,000000,000000,001,0029
56,000114,01,,,000232,County Treasurer,ROUGH ROCK,000367,"BEGAY, MARLEITA",,0313,DEM,000021,000000,000000,001,0030
58,000092,01,,,000316,County Treasurer,ROUND ROCK,000439,"BEGAY, MARLEITA",,0313,DEM,000031,000000,000000,001,0031
59,000154,01,,,000112,County Treasurer,ROUND VALLEY,000278,"BEGAY, MARLEITA",,0313,DEM,000012,000000,000000,001,0032
61,000314,01,,,000215,County Treasurer,ST. JOHNS,000553,"BEGAY, MARLEITA",,0313,DEM,000024,000000,000000,001,0033
65,000443,01,,,000484,County Treasurer,ST. MICHAELS,001003,"BEGAY, MARLEITA",,0313,DEM,000076,000000,000000,001,0034
67,000144,01,,,000230,County Treasurer,SAWMILL,000399,"BEGAY, MARLEITA",,0313,DEM,000025,000000,000000,001,0035
70,000231,01,,,000150,County Treasurer,SPRINGERVILLE,000397,"BEGAY, MARLEITA",,0313,DEM,000016,000000,000000,001,0036
74,000250,01,,,000364,County Treasurer,STEAMBOAT,000646,"BEGAY, MARLEITA",,0313,DEM,000032,000000,000000,001,0037
76,000087,01,,,000191,County Treasurer,SWEETWATER,000283,"BEGAY, MARLEITA",,0313,DEM,000005,000000,000000,001,0038
78,000082,01,,,000159,County Treasurer,TACHEE,000253,"BEGAY, MARLEITA",,0313,DEM,000012,000000,000000,001,0039
80,000092,01,,,000238,County Treasurer,TEEC NOS POS,000355,"BEGAY, MARLEITA",,0313,DEM,000025,000000,000000,001,0040
82,000307,01,,,000106,County Treasurer,VERNON,000426,"BEGAY, MARLEITA",,0313,DEM,000013,000000,000000,001,0041
84,000238,01,,,000487,County Treasurer,WHEATFIELDS,000772,"BEGAY, MARLEITA",,0313,DEM,000047,000000,000000,001,0042
86,000128,01,,,000229,County Treasurer,WIDE RUINS,000370,"BEGAY, MARLEITA",,0313,DEM,000013,000000,000000,001,0043
88,000476,01,,,000354,County Treasurer,WINDOW ROCK,000867,"BEGAY, MARLEITA",,0313,DEM,000037,000000,000000,001,0044
02,000003,01,,,000003,County Treasurer,ALPINE,000007,WRITE-IN,,0313,NON,000001,000000,000000,002,0001
03,000005,01,,,000009,County Treasurer,CANYON DE CHELLY,000014,WRITE-IN,,0313,NON,000000,000000,000000,002,0002
05,000006,01,,,000010,County Treasurer,CHINLE,000016,WRITE-IN,,0313,NON,000000,000000,000000,002,0003
09,000039,01,,,000021,County Treasurer,CONCHO,000062,WRITE-IN,,0313,NON,000002,000000,000000,002,0004
10,000000,01,,,000001,County Treasurer,CORNFIELDS,000001,WRITE-IN,,0313,NON,000000,000000,000000,002,0005
11,000000,01,,,000006,County Treasurer,COTTONWOOD,000006,WRITE-IN,,0313,NON,000000,000000,000000,002,0006
12,000006,01,,,000004,County Treasurer,CORONADO,000010,WRITE-IN,,0313,NON,000000,000000,000000,002,0007
13,000000,01,,,000003,County Treasurer,DENNEHOTSO,000005,WRITE-IN,,0313,NON,000002,000000,000000,002,0008
16,000007,01,,,000002,County Treasurer,EAGAR,000009,WRITE-IN,,0313,NON,000000,000000,000000,002,0009
17,000006,01,,,000005,County Treasurer,FLAT TOP,000012,WRITE-IN,,0313,NON,000001,000000,000000,002,0010
19,000007,01,,,000006,County Treasurer,FT. DEFIANCE,000013,WRITE-IN,,0313,NON,000000,000000,000000,002,0011
22,000000,01,,,000005,County Treasurer,GANADO NORTH,000005,WRITE-IN,,0313,NON,000000,000000,000000,002,0012
23,000005,01,,,000001,County Treasurer,GANADO SOUTH,000006,WRITE-IN,,0313,NON,000000,000000,000000,002,0013
25,000000,01,,,000000,County Treasurer,GREER,000000,WRITE-IN,,0313,NON,000000,000000,000000,002,0014
27,000001,01,,,000003,County Treasurer,HOUCK,000004,WRITE-IN,,0313,NON,000000,000000,000000,002,0015
29,000001,01,,,000002,County Treasurer,KINLICHEE,000003,WRITE-IN,,0313,NON,000000,000000,000000,002,0016
31,000002,01,,,000001,County Treasurer,KLAGETOH,000003,WRITE-IN,,0313,NON,000000,000000,000000,002,0017
33,000000,01,,,000004,County Treasurer,LUKACHUKAI,000006,WRITE-IN,,0313,NON,000002,000000,000000,002,0018
35,000000,01,,,000001,County Treasurer,LUPTON,000002,WRITE-IN,,0313,NON,000001,000000,000000,002,0019
37,000000,01,,,000000,County Treasurer,MCNARY,000000,WRITE-IN,,0313,NON,000000,000000,000000,002,0020
39,000008,01,,,000004,County Treasurer,MANY FARMS,000013,WRITE-IN,,0313,NON,000001,000000,000000,002,0021
41,000000,01,,,000002,County Treasurer,MEXICAN WATER,000002,WRITE-IN,,0313,NON,000000,000000,000000,002,0022
43,000003,01,,,000009,County Treasurer,NAZLINI,000014,WRITE-IN,,0313,NON,000002,000000,000000,002,0023
45,000003,01,,,000001,County Treasurer,NUTRIOSO,000004,WRITE-IN,,0313,NON,000000,000000,000000,002,0024
46,000000,01,,,000002,County Treasurer,OAK SPRINGS,000002,WRITE-IN,,0313,NON,000000,000000,000000,002,0025
48,000006,01,T,,000005,County Treasurer,PUERCO EAST & 49 PUERCO WES,000011,WRITE-IN,,0313,NON,000000,000000,000000,002,0026
51,000000,01,,,000003,County Treasurer,RED MESA,000003,WRITE-IN,,0313,NON,000000,000000,000000,002,0027
52,000000,01,,,000008,County Treasurer,RED VALLEY,000008,WRITE-IN,,0313,NON,000000,000000,000000,002,0028
54,000000,01,,,000003,County Treasurer,ROCK POINT,000003,WRITE-IN,,0313,NON,000000,000000,000000,002,0029
56,000002,01,,,000000,County Treasurer,ROUGH ROCK,000002,WRITE-IN,,0313,NON,000000,000000,000000,002,0030
58,000000,01,,,000002,County Treasurer,ROUND ROCK,000002,WRITE-IN,,0313,NON,000000,000000,000000,002,0031
59,000004,01,,,000003,County Treasurer,ROUND VALLEY,000008,WRITE-IN,,0313,NON,000001,000000,000000,002,0032
61,000021,01,,,000007,County Treasurer,ST. JOHNS,000029,WRITE-IN,,0313,NON,000001,000000,000000,002,0033
65,000003,01,,,000008,County Treasurer,ST. MICHAELS,000011,WRITE-IN,,0313,NON,000000,000000,000000,002,0034
67,000000,01,,,000002,County Treasurer,SAWMILL,000002,WRITE-IN,,0313,NON,000000,000000,000000,002,0035
70,000008,01,,,000003,County Treasurer,SPRINGERVILLE,000015,WRITE-IN,,0313,NON,000004,000000,000000,002,0036
74,000000,01,,,000004,County Treasurer,STEAMBOAT,000004,WRITE-IN,,0313,NON,000000,000000,000000,002,0037
76,000000,01,,,000005,County Treasurer,SWEETWATER,000005,WRITE-IN,,0313,NON,000000,000000,000000,002,0038
78,000002,01,,,000007,County Treasurer,TACHEE,000009,WRITE-IN,,0313,NON,000000,000000,000000,002,0039
80,000002,01,,,000004,County Treasurer,TEEC NOS POS,000006,WRITE-IN,,0313,NON,000000,000000,000000,002,0040
82,000024,01,,,000010,County Treasurer,VERNON,000035,WRITE-IN,,0313,NON,000001,000000,000000,002,0041
84,000001,01,,,000002,County Treasurer,WHEATFIELDS,000004,WRITE-IN,,0313,NON,000001,000000,000000,002,0042
86,000000,01,,,000001,County Treasurer,WIDE RUINS,000001,WRITE-IN,,0313,NON,000000,000000,000000,002,0043
88,000003,01,,,000001,County Treasurer,WINDOW ROCK,000004,WRITE-IN,,0313,NON,000000,000000,000000,002,0044
02,000000,01,,,000000,County Treasurer,ALPINE,000000,OVER VOTES,,0313,,000000,000000,000000,003,0001
03,000001,01,,,000001,County Treasurer,CANYON DE CHELLY,000002,OVER VOTES,,0313,,000000,000000,000000,003,0002
05,000001,01,,,000001,County Treasurer,CHINLE,000002,OVER VOTES,,0313,,000000,000000,000000,003,0003
09,000000,01,,,000000,County Treasurer,CONCHO,000000,OVER VOTES,,0313,,000000,000000,000000,003,0004
10,000000,01,,,000000,County Treasurer,CORNFIELDS,000000,OVER VOTES,,0313,,000000,000000,000000,003,0005
11,000000,01,,,000000,County Treasurer,COTTONWOOD,000000,OVER VOTES,,0313,,000000,000000,000000,003,0006
12,000000,01,,,000000,County Treasurer,CORONADO,000000,OVER VOTES,,0313,,000000,000000,000000,003,0007
13,000000,01,,,000000,County Treasurer,DENNEHOTSO,000000,OVER VOTES,,0313,,000000,000000,000000,003,0008
16,000000,01,,,000000,County Treasurer,EAGAR,000000,OVER VOTES,,0313,,000000,000000,000000,003,0009
17,000002,01,,,000001,County Treasurer,FLAT TOP,000003,OVER VOTES,,0313,,000000,000000,000000,003,0010
19,000000,01,,,000000,County Treasurer,FT. DEFIANCE,000000,OVER VOTES,,0313,,000000,000000,000000,003,0011
22,000000,01,,,000000,County Treasurer,GANADO NORTH,000000,OVER VOTES,,0313,,000000,000000,000000,003,0012
23,000000,01,,,000000,County Treasurer,GANADO SOUTH,000000,OVER VOTES,,0313,,000000,000000,000000,003,0013
25,000000,01,,,000000,County Treasurer,GREER,000000,OVER VOTES,,0313,,000000,000000,000000,003,0014
27,000000,01,,,000000,County Treasurer,HOUCK,000000,OVER VOTES,,0313,,000000,000000,000000,003,0015
29,000000,01,,,000000,County Treasurer,KINLICHEE,000000,OVER VOTES,,0313,,000000,000000,000000,003,0016
31,000000,01,,,000000,County Treasurer,KLAGETOH,000000,OVER VOTES,,0313,,000000,000000,000000,003,0017
33,000000,01,,,000002,County Treasurer,LUKACHUKAI,000002,OVER VOTES,,0313,,000000,000000,000000,003,0018
35,000000,01,,,000000,County Treasurer,LUPTON,000000,OVER VOTES,,0313,,000000,000000,000000,003,0019
37,000000,01,,,000000,County Treasurer,MCNARY,000000,OVER VOTES,,0313,,000000,000000,000000,003,0020
39,000000,01,,,000001,County Treasurer,MANY FARMS,000001,OVER VOTES,,0313,,000000,000000,000000,003,0021
41,000000,01,,,000000,County Treasurer,MEXICAN WATER,000000,OVER VOTES,,0313,,000000,000000,000000,003,0022
43,000000,01,,,000000,County Treasurer,NAZLINI,000000,OVER VOTES,,0313,,000000,000000,000000,003,0023
45,000000,01,,,000000,County Treasurer,NUTRIOSO,000000,OVER VOTES,,0313,,000000,000000,000000,003,0024
46,000000,01,,,000000,County Treasurer,OAK SPRINGS,000000,OVER VOTES,,0313,,000000,000000,000000,003,0025
48,000000,01,T,,000001,County Treasurer,PUERCO EAST & 49 PUERCO WES,000001,OVER VOTES,,0313,,000000,000000,000000,003,0026
51,000000,01,,,000000,County Treasurer,RED MESA,000000,OVER VOTES,,0313,,000000,000000,000000,003,0027
52,000000,01,,,000000,County Treasurer,RED VALLEY,000000,OVER VOTES,,0313,,000000,000000,000000,003,0028
54,000001,01,,,000001,County Treasurer,ROCK POINT,000002,OVER VOTES,,0313,,000000,000000,000000,003,0029
56,000001,01,,,000000,County Treasurer,ROUGH ROCK,000001,OVER VOTES,,0313,,000000,000000,000000,003,0030
58,000000,01,,,000000,County Treasurer,ROUND ROCK,000000,OVER VOTES,,0313,,000000,000000,000000,003,0031
59,000000,01,,,000000,County Treasurer,ROUND VALLEY,000000,OVER VOTES,,0313,,000000,000000,000000,003,0032
61,000000,01,,,000000,County Treasurer,ST. JOHNS,000000,OVER VOTES,,0313,,000000,000000,000000,003,0033
65,000000,01,,,000003,County Treasurer,ST. MICHAELS,000003,OVER VOTES,,0313,,000000,000000,000000,003,0034
67,000000,01,,,000001,County Treasurer,SAWMILL,000001,OVER VOTES,,0313,,000000,000000,000000,003,0035
70,000000,01,,,000000,County Treasurer,SPRINGERVILLE,000000,OVER VOTES,,0313,,000000,000000,000000,003,0036
74,000000,01,,,000000,County Treasurer,STEAMBOAT,000000,OVER VOTES,,0313,,000000,000000,000000,003,0037
76,000000,01,,,000000,County Treasurer,SWEETWATER,000000,OVER VOTES,,0313,,000000,000000,000000,003,0038
78,000000,01,,,000001,County Treasurer,TACHEE,000001,OVER VOTES,,0313,,000000,000000,000000,003,0039
80,000000,01,,,000000,County Treasurer,TEEC NOS POS,000000,OVER VOTES,,0313,,000000,000000,000000,003,0040
82,000000,01,,,000000,County Treasurer,VERNON,000000,OVER VOTES,,0313,,000000,000000,000000,003,0041
84,000000,01,,,000000,County Treasurer,WHEATFIELDS,000000,OVER VOTES,,0313,,000000,000000,000000,003,0042
86,000000,01,,,000000,County Treasurer,WIDE RUINS,000000,OVER VOTES,,0313,,000000,000000,000000,003,0043
88,000000,01,,,000000,County Treasurer,WINDOW ROCK,000000,OVER VOTES,,0313,,000000,000000,000000,003,0044
02,000118,01,,,000039,County Treasurer,ALPINE,000161,UNDER VOTES,,0313,,000004,000000,000000,004,0001
03,000059,01,,,000102,County Treasurer,CANYON DE CHELLY,000168,UNDER VOTES,,0313,,000007,000000,000000,004,0002
05,000054,01,,,000038,County Treasurer,CHINLE,000101,UNDER VOTES,,0313,,000009,000000,000000,004,0003
09,000555,01,,,000186,County Treasurer,CONCHO,000764,UNDER VOTES,,0313,,000023,000000,000000,004,0004
10,000007,01,,,000037,County Treasurer,CORNFIELDS,000044,UNDER VOTES,,0313,,000000,000000,000000,004,0005
11,000021,01,,,000047,County Treasurer,COTTONWOOD,000069,UNDER VOTES,,0313,,000001,000000,000000,004,0006
12,000194,01,,,000132,County Treasurer,CORONADO,000332,UNDER VOTES,,0313,,000006,000000,000000,004,0007
13,000008,01,,,000068,County Treasurer,DENNEHOTSO,000078,UNDER VOTES,,0313,,000002,000000,000000,004,0008
16,000327,01,,,000145,County Treasurer,EAGAR,000488,UNDER VOTES,,0313,,000016,000000,000000,004,0009
17,000204,01,,,000121,County Treasurer,FLAT TOP,000330,UNDER VOTES,,0313,,000005,000000,000000,004,0010
19,000078,01,,,000102,County Treasurer,FT. DEFIANCE,000195,UNDER VOTES,,0313,,000015,000000,000000,004,0011
22,000017,01,,,000017,County Treasurer,GANADO NORTH,000036,UNDER VOTES,,0313,,000002,000000,000000,004,0012
23,000027,01,,,000040,County Treasurer,GANADO SOUTH,000071,UNDER VOTES,,0313,,000004,000000,000000,004,0013
25,000047,01,,,000016,County Treasurer,GREER,000063,UNDER VOTES,,0313,,000000,000000,000000,004,0014
27,000023,01,,,000065,County Treasurer,HOUCK,000093,UNDER VOTES,,0313,,000005,000000,000000,004,0015
29,000013,01,,,000033,County Treasurer,KINLICHEE,000056,UNDER VOTES,,0313,,000010,000000,000000,004,0016
31,000013,01,,,000029,County Treasurer,KLAGETOH,000044,UNDER VOTES,,0313,,000002,000000,000000,004,0017
33,000021,01,,,000085,County Treasurer,LUKACHUKAI,000116,UNDER VOTES,,0313,,000010,000000,000000,004,0018
35,000021,01,,,000051,County Treasurer,LUPTON,000072,UNDER VOTES,,0313,,000000,000000,000000,004,0019
37,000001,01,,,000007,County Treasurer,MCNARY,000009,UNDER VOTES,,0313,,000001,000000,000000,004,0020
39,000046,01,,,000053,County Treasurer,MANY FARMS,000103,UNDER VOTES,,0313,,000004,000000,000000,004,0021
41,000003,01,,,000002,County Treasurer,MEXICAN WATER,000006,UNDER VOTES,,0313,,000001,000000,000000,004,0022
43,000032,01,,,000037,County Treasurer,NAZLINI,000071,UNDER VOTES,,0313,,000002,000000,000000,004,0023
45,000134,01,,,000019,County Treasurer,NUTRIOSO,000154,UNDER VOTES,,0313,,000001,000000,000000,004,0024
46,000011,01,,,000021,County Treasurer,OAK SPRINGS,000034,UNDER VOTES,,0313,,000002,000000,000000,004,0025
48,000056,01,T,,000050,County Treasurer,PUERCO EAST & 49 PUERCO WES,000118,UNDER VOTES,,0313,,000012,000000,000000,004,0026
51,000003,01,,,000019,County Treasurer,RED MESA,000024,UNDER VOTES,,0313,,000002,000000,000000,004,0027
52,000025,01,,,000057,County Treasurer,RED VALLEY,000086,UNDER VOTES,,0313,,000004,000000,000000,004,0028
54,000016,01,,,000047,County Treasurer,ROCK POINT,000071,UNDER VOTES,,0313,,000008,000000,000000,004,0029
56,000014,01,,,000052,County Treasurer,ROUGH ROCK,000073,UNDER VOTES,,0313,,000007,000000,000000,004,0030
58,000011,01,,,000032,County Treasurer,ROUND ROCK,000046,UNDER VOTES,,0313,,000003,000000,000000,004,0031
59,000175,01,,,000093,County Treasurer,ROUND VALLEY,000281,UNDER VOTES,,0313,,000013,000000,000000,004,0032
61,000280,01,,,000150,County Treasurer,ST. JOHNS,000443,UNDER VOTES,,0313,,000013,000000,000000,004,0033
65,000035,01,,,000066,County Treasurer,ST. MICHAELS,000110,UNDER VOTES,,0313,,000009,000000,000000,004,0034
67,000010,01,,,000042,County Treasurer,SAWMILL,000054,UNDER VOTES,,0313,,000002,000000,000000,004,0035
70,000188,01,,,000103,County Treasurer,SPRINGERVILLE,000304,UNDER VOTES,,0313,,000013,000000,000000,004,0036
74,000020,01,,,000051,County Treasurer,STEAMBOAT,000081,UNDER VOTES,,0313,,000010,000000,000000,004,0037
76,000007,01,,,000062,County Treasurer,SWEETWATER,000069,UNDER VOTES,,0313,,000000,000000,000000,004,0038
78,000006,01,,,000032,County Treasurer,TACHEE,000041,UNDER VOTES,,0313,,000003,000000,000000,004,0039
80,000015,01,,,000040,County Treasurer,TEEC NOS POS,000057,UNDER VOTES,,0313,,000002,000000,000000,004,0040
82,000469,01,,,000137,County Treasurer,VERNON,000626,UNDER VOTES,,0313,,000020,000000,000000,004,0041
84,000017,01,,,000050,County Treasurer,WHEATFIELDS,000071,UNDER VOTES,,0313,,000004,000000,000000,004,0042
86,000019,01,,,000024,County Treasurer,WIDE RUINS,000045,UNDER VOTES,,0313,,000002,000000,000000,004,0043
88,000063,01,,,000047,County Treasurer,WINDOW ROCK,000119,UNDER VOTES,,0313,,000009,000000,000000,004,0044
02,000114,01,,,000045,Co. School Superintendent,ALPINE,000160,"WILLIAMS, R. BARRY",,0314,DEM,000001,000000,000000,001,0001
03,000717,01,,,000767,Co. School Superintendent,CANYON DE CHELLY,001566,"WILLIAMS, R. BARRY",,0314,DEM,000082,000000,000000,001,0002
05,000382,01,,,000344,Co. School Superintendent,CHINLE,000757,"WILLIAMS, R. BARRY",,0314,DEM,000031,000000,000000,001,0003
09,000423,01,,,000166,Co. School Superintendent,CONCHO,000613,"WILLIAMS, R. BARRY",,0314,DEM,000024,000000,000000,001,0004
10,000098,01,,,000266,Co. School Superintendent,CORNFIELDS,000369,"WILLIAMS, R. BARRY",,0314,DEM,000005,000000,000000,001,0005
11,000207,01,,,000404,Co. School Superintendent,COTTONWOOD,000636,"WILLIAMS, R. BARRY",,0314,DEM,000025,000000,000000,001,0006
12,000217,01,,,000146,Co. School Superintendent,CORONADO,000381,"WILLIAMS, R. BARRY",,0314,DEM,000018,000000,000000,001,0007
13,000074,01,,,000344,Co. School Superintendent,DENNEHOTSO,000428,"WILLIAMS, R. BARRY",,0314,DEM,000010,000000,000000,001,0008
16,000350,01,,,000193,Co. School Superintendent,EAGAR,000567,"WILLIAMS, R. BARRY",,0314,DEM,000024,000000,000000,001,0009
17,000236,01,,,000162,Co. School Superintendent,FLAT TOP,000413,"WILLIAMS, R. BARRY",,0314,DEM,000015,000000,000000,001,0010
19,000770,01,,,000685,Co. School Superintendent,FT. DEFIANCE,001538,"WILLIAMS, R. BARRY",,0314,DEM,000083,000000,000000,001,0011
22,000139,01,,,000205,Co. School Superintendent,GANADO NORTH,000363,"WILLIAMS, R. BARRY",,0314,DEM,000019,000000,000000,001,0012
23,000191,01,,,000324,Co. School Superintendent,GANADO SOUTH,000544,"WILLIAMS, R. BARRY",,0314,DEM,000029,000000,000000,001,0013
25,000048,01,,,000019,Co. School Superintendent,GREER,000067,"WILLIAMS, R. BARRY",,0314,DEM,000000,000000,000000,001,0014
27,000231,01,,,000256,Co. School Superintendent,HOUCK,000498,"WILLIAMS, R. BARRY",,0314,DEM,000011,000000,000000,001,0015
29,000161,01,,,000351,Co. School Superintendent,KINLICHEE,000572,"WILLIAMS, R. BARRY",,0314,DEM,000060,000000,000000,001,0016
31,000147,01,,,000263,Co. School Superintendent,KLAGETOH,000445,"WILLIAMS, R. BARRY",,0314,DEM,000035,000000,000000,001,0017
33,000189,01,,,000489,Co. School Superintendent,LUKACHUKAI,000750,"WILLIAMS, R. BARRY",,0314,DEM,000072,000000,000000,001,0018
35,000076,01,,,000185,Co. School Superintendent,LUPTON,000269,"WILLIAMS, R. BARRY",,0314,DEM,000008,000000,000000,001,0019
37,000016,01,,,000054,Co. School Superintendent,MCNARY,000075,"WILLIAMS, R. BARRY",,0314,DEM,000005,000000,000000,001,0020
39,000303,01,,,000399,Co. School Superintendent,MANY FARMS,000753,"WILLIAMS, R. BARRY",,0314,DEM,000051,000000,000000,001,0021
41,000026,01,,,000067,Co. School Superintendent,MEXICAN WATER,000100,"WILLIAMS, R. BARRY",,0314,DEM,000007,000000,000000,001,0022
43,000207,01,,,000249,Co. School Superintendent,NAZLINI,000478,"WILLIAMS, R. BARRY",,0314,DEM,000022,000000,000000,001,0023
45,000105,01,,,000036,Co. School Superintendent,NUTRIOSO,000145,"WILLIAMS, R. BARRY",,0314,DEM,000004,000000,000000,001,0024
46,000108,01,,,000123,Co. School Superintendent,OAK SPRINGS,000236,"WILLIAMS, R. BARRY",,0314,DEM,000005,000000,000000,001,0025
48,000285,01,T,,000333,Co. School Superintendent,PUERCO EAST & 49 PUERCO WES,000664,"WILLIAMS, R. BARRY",,0314,DEM,000046,000000,000000,001,0026
51,000028,01,,,000071,Co. School Superintendent,RED MESA,000109,"WILLIAMS, R. BARRY",,0314,DEM,000010,000000,000000,001,0027
52,000066,01,,,000223,Co. School Superintendent,RED VALLEY,000302,"WILLIAMS, R. BARRY",,0314,DEM,000013,000000,000000,001,0028
54,000115,01,,,000413,Co. School Superintendent,ROCK POINT,000577,"WILLIAMS, R. BARRY",,0314,DEM,000049,000000,000000,001,0029
56,000116,01,,,000235,Co. School Superintendent,ROUGH ROCK,000372,"WILLIAMS, R. BARRY",,0314,DEM,000021,000000,000000,001,0030
58,000089,01,,,000308,Co. School Superintendent,ROUND ROCK,000429,"WILLIAMS, R. BARRY",,0314,DEM,000032,000000,000000,001,0031
59,000222,01,,,000137,Co. School Superintendent,ROUND VALLEY,000372,"WILLIAMS, R. BARRY",,0314,DEM,000013,000000,000000,001,0032
61,000345,01,,,000225,Co. School Superintendent,ST. JOHNS,000594,"WILLIAMS, R. BARRY",,0314,DEM,000024,000000,000000,001,0033
65,000439,01,,,000461,Co. School Superintendent,ST. MICHAELS,000975,"WILLIAMS, R. BARRY",,0314,DEM,000075,000000,000000,001,0034
67,000146,01,,,000221,Co. School Superintendent,SAWMILL,000392,"WILLIAMS, R. BARRY",,0314,DEM,000025,000000,000000,001,0035
70,000274,01,,,000174,Co. School Superintendent,SPRINGERVILLE,000468,"WILLIAMS, R. BARRY",,0314,DEM,000020,000000,000000,001,0036
74,000241,01,,,000349,Co. School Superintendent,STEAMBOAT,000623,"WILLIAMS, R. BARRY",,0314,DEM,000033,000000,000000,001,0037
76,000083,01,,,000188,Co. School Superintendent,SWEETWATER,000276,"WILLIAMS, R. BARRY",,0314,DEM,000005,000000,000000,001,0038
78,000077,01,,,000155,Co. School Superintendent,TACHEE,000245,"WILLIAMS, R. BARRY",,0314,DEM,000013,000000,000000,001,0039
80,000088,01,,,000237,Co. School Superintendent,TEEC NOS POS,000350,"WILLIAMS, R. BARRY",,0314,DEM,000025,000000,000000,001,0040
82,000326,01,,,000109,Co. School Superintendent,VERNON,000448,"WILLIAMS, R. BARRY",,0314,DEM,000013,000000,000000,001,0041
84,000229,01,,,000469,Co. School Superintendent,WHEATFIELDS,000744,"WILLIAMS, R. BARRY",,0314,DEM,000046,000000,000000,001,0042
86,000126,01,,,000225,Co. School Superintendent,WIDE RUINS,000364,"WILLIAMS, R. BARRY",,0314,DEM,000013,000000,000000,001,0043
88,000464,01,,,000344,Co. School Superintendent,WINDOW ROCK,000844,"WILLIAMS, R. BARRY",,0314,DEM,000036,000000,000000,001,0044
02,000000,01,,,000002,Co. School Superintendent,ALPINE,000003,WRITE-IN,,0314,NON,000001,000000,000000,002,0001
03,000010,01,,,000008,Co. School Superintendent,CANYON DE CHELLY,000020,WRITE-IN,,0314,NON,000002,000000,000000,002,0002
05,000004,01,,,000009,Co. School Superintendent,CHINLE,000015,WRITE-IN,,0314,NON,000002,000000,000000,002,0003
09,000043,01,,,000018,Co. School Superintendent,CONCHO,000063,WRITE-IN,,0314,NON,000002,000000,000000,002,0004
10,000001,01,,,000003,Co. School Superintendent,CORNFIELDS,000004,WRITE-IN,,0314,NON,000000,000000,000000,002,0005
11,000002,01,,,000002,Co. School Superintendent,COTTONWOOD,000004,WRITE-IN,,0314,NON,000000,000000,000000,002,0006
12,000007,01,,,000002,Co. School Superintendent,CORONADO,000009,WRITE-IN,,0314,NON,000000,000000,000000,002,0007
13,000000,01,,,000003,Co. School Superintendent,DENNEHOTSO,000005,WRITE-IN,,0314,NON,000002,000000,000000,002,0008
16,000007,01,,,000002,Co. School Superintendent,EAGAR,000009,WRITE-IN,,0314,NON,000000,000000,000000,002,0009
17,000004,01,,,000005,Co. School Superintendent,FLAT TOP,000010,WRITE-IN,,0314,NON,000001,000000,000000,002,0010
19,000014,01,,,000004,Co. School Superintendent,FT. DEFIANCE,000019,WRITE-IN,,0314,NON,000001,000000,000000,002,0011
